id,levels,terms
,negative,trashy
,negative,trauma
,negative,traumatic
,negative,traumatically
,negative,traumatize
,negative,traumatized
,negative,travesties
,negative,travesty
,negative,treacherous
,negative,treacherously
,negative,treachery
,negative,treason
,negative,treasonous
,negative,trick
,negative,tricked
,negative,trickery
,negative,tricky
,negative,trivial
,negative,trivialize
,negative,trouble
,negative,troubled
,negative,troublemaker
,negative,troubles
,negative,troublesome
,negative,troublesomely
,negative,troubling
,negative,troublingly
,negative,truant
,negative,tumble
,negative,tumbled
,negative,tumbles
,negative,tumultuous
,negative,turbulent
,negative,turmoil
,negative,twist
,negative,twisted
,negative,twists
,negative,two-faced
,negative,two-faces
,negative,tyrannical
,negative,tyrannically
,negative,tyranny
,negative,tyrant
,negative,ugh
,negative,uglier
,negative,ugliest
,negative,ugliness
,negative,ugly
,negative,ulterior
,negative,ultimatum
,negative,ultimatums
,negative,ultra-hardline
,negative,un-viewable
,negative,unable
,negative,unacceptable
,negative,unacceptablely
,negative,unacceptably
,negative,unaccessible
,negative,unaccustomed
,negative,unachievable
,negative,unaffordable
,negative,unappealing
,negative,unattractive
,negative,unauthentic
,negative,unavailable
,negative,unavoidably
,negative,unbearable
,negative,unbearablely
,negative,unbelievable
,negative,unbelievably
,negative,uncaring
,negative,uncertain
,negative,uncivil
,negative,uncivilized
,negative,unclean
,negative,unclear
,negative,uncollectible
,negative,uncomfortable
,negative,uncomfortably
,negative,uncomfy
,negative,uncompetitive
,negative,uncompromising
,negative,uncompromisingly
,negative,unconfirmed
,negative,unconstitutional
,negative,uncontrolled
,negative,unconvincing
,negative,unconvincingly
,negative,uncooperative
,negative,uncouth
,negative,uncreative
,negative,undecided
,negative,undefined
,negative,undependability
,negative,undependable
,negative,undercut
,negative,undercuts
,negative,undercutting
,negative,underdog
,negative,underestimate
,negative,underlings
,negative,undermine
,negative,undermined
,negative,undermines
,negative,undermining
,negative,underpaid
,negative,underpowered
,negative,undersized
,negative,undesirable
,negative,undetermined
,negative,undid
,negative,undignified
,negative,undissolved
,negative,undocumented
,negative,undone
,negative,undue
,negative,unease
,negative,uneasily
,negative,uneasiness
,negative,uneasy
,negative,uneconomical
,negative,unemployed
,negative,unequal
,negative,unethical
,negative,uneven
,negative,uneventful
,negative,unexpected
,negative,unexpectedly
,negative,unexplained
,negative,unfairly
,negative,unfaithful
,negative,unfaithfully
,negative,unfamiliar
,negative,unfavorable
,negative,unfeeling
,negative,unfinished
,negative,unfit
,negative,unforeseen
,negative,unforgiving
,negative,unfortunate
,negative,unfortunately
,negative,unfounded
,negative,unfriendly
,negative,unfulfilled
,negative,unfunded
,negative,ungovernable
,negative,ungrateful
,negative,unhappily
,negative,unhappiness
,negative,unhappy
,negative,unhealthy
,negative,unhelpful
,negative,unilateralism
,negative,unimaginable
,negative,unimaginably
,negative,unimportant
,negative,uninformed
,negative,uninsured
,negative,unintelligible
,negative,unintelligile
,negative,unipolar
,negative,unjust
,negative,unjustifiable
,negative,unjustifiably
,negative,unjustified
,negative,unjustly
,negative,unkind
,negative,unkindly
,negative,unknown
,negative,unlamentable
,negative,unlamentably
,negative,unlawful
,negative,unlawfully
,negative,unlawfulness
,negative,unleash
,negative,unlicensed
,negative,unlikely
,negative,unlucky
,negative,unmoved
,negative,unnatural
,negative,unnaturally
,negative,unnecessary
,negative,unneeded
,negative,unnerve
,negative,unnerved
,negative,unnerving
,negative,unnervingly
,negative,unnoticed
,negative,unobserved
,negative,unorthodox
,negative,unorthodoxy
,negative,unpleasant
,negative,unpleasantries
,negative,unpopular
,negative,unpredictable
,negative,unprepared
,negative,unproductive
,negative,unprofitable
,negative,unprove
,negative,unproved
,negative,unproven
,negative,unproves
,negative,unproving
,negative,unqualified
,negative,unravel
,negative,unraveled
,negative,unreachable
,negative,unreadable
,negative,unrealistic
,negative,unreasonable
,negative,unreasonably
,negative,unrelenting
,negative,unrelentingly
,negative,unreliability
,negative,unreliable
,negative,unresolved
,negative,unresponsive
,negative,unrest
,negative,unruly
,negative,unsafe
,negative,unsatisfactory
,negative,unsavory
,negative,unscrupulous
,negative,unscrupulously
,negative,unsecure
,negative,unseemly
,negative,unsettle
,negative,unsettled
,negative,unsettling
,negative,unsettlingly
,negative,unskilled
,negative,unsophisticated
,negative,unsound
,negative,unspeakable
,negative,unspeakablely
,negative,unspecified
,negative,unstable
,negative,unsteadily
,negative,unsteadiness
,negative,unsteady
,negative,unsuccessful
,negative,unsuccessfully
,negative,unsupported
,negative,unsupportive
,negative,unsure
,negative,unsuspecting
,negative,unsustainable
,negative,untenable
,negative,untested
,negative,unthinkable
,negative,unthinkably
,negative,untimely
,negative,untouched
,negative,untrue
,negative,untrustworthy
,negative,untruthful
,negative,unusable
,negative,unusably
,negative,unuseable
,negative,unuseably
,negative,unusual
,negative,unusually
,negative,unviewable
,negative,unwanted
,negative,unwarranted
,negative,unwatchable
,negative,unwelcome
,negative,unwell
,negative,unwieldy
,negative,unwilling
,negative,unwillingly
,negative,unwillingness
,negative,unwise
,negative,unwisely
,negative,unworkable
,negative,unworthy
,negative,unyielding
,negative,upbraid
,negative,upheaval
,negative,uprising
,negative,uproar
,negative,uproarious
,negative,uproariously
,negative,uproarous
,negative,uproarously
,negative,uproot
,negative,upset
,negative,upseting
,negative,upsets
,negative,upsetting
,negative,upsettingly
,negative,urgent
,negative,useless
,negative,usurp
,negative,usurper
,negative,utterly
,negative,vagrant
,negative,vague
,negative,vagueness
,negative,vain
,negative,vainly
,negative,vanity
,negative,vehement
,negative,vehemently
,negative,vengeance
,negative,vengeful
,negative,vengefully
,negative,vengefulness
,negative,venom
,negative,venomous
,negative,venomously
,negative,vent
,negative,vestiges
,negative,vex
,negative,vexation
,negative,vexing
,negative,vexingly
,negative,vibrate
,negative,vibrated
,negative,vibrates
,negative,vibrating
,negative,vibration
,negative,vice
,negative,vicious
,negative,viciously
,negative,viciousness
,negative,victimize
,negative,vile
,negative,vileness
,negative,vilify
,negative,villainous
,negative,villainously
,negative,villains
,negative,villian
,negative,villianous
,negative,villianously
,negative,villify
,negative,vindictive
,negative,vindictively
,negative,vindictiveness
,negative,violate
,negative,violation
,negative,violator
,negative,violators
,negative,violent
,negative,violently
,negative,viper
,negative,virulence
,negative,virulent
,negative,virulently
,negative,virus
,negative,vociferous
,negative,vociferously
,negative,volatile
,negative,volatility
,negative,vomit
,negative,vomited
,negative,vomiting
,negative,vomits
,negative,vulgar
,negative,vulnerable
,negative,wack
,negative,wail
,negative,wallow
,negative,wane
,negative,waning
,negative,wanton
,negative,war-like
,negative,warily
,negative,wariness
,negative,warlike
,negative,warned
,negative,warning
,negative,warp
,negative,warped
,negative,wary
,negative,washed-out
,negative,waste
,negative,wasted
,negative,wasteful
,negative,wastefulness
,negative,wasting
,negative,water-down
,negative,watered-down
,negative,wayward
,negative,weak
,negative,weaken
,negative,weakening
,negative,weaker
,negative,weakness
,negative,weaknesses
,negative,weariness
,negative,wearisome
,negative,weary
,negative,wedge
,negative,weed
,negative,weep
,negative,weird
,negative,weirdly
,negative,wheedle
,negative,whimper
,negative,whine
,negative,whining
,negative,whiny
,negative,whips
,negative,whore
,negative,whores
,negative,wicked
,negative,wickedly
,negative,wickedness
,negative,wild
,negative,wildly
,negative,wiles
,negative,wilt
,negative,wily
,negative,wimpy
,negative,wince
,negative,wobble
,negative,wobbled
,negative,wobbles
,negative,woe
,negative,woebegone
,negative,woeful
,negative,woefully
,negative,womanizer
,negative,womanizing
,negative,worn
,negative,worried
,negative,worriedly
,negative,worrier
,negative,worries
,negative,worrisome
,negative,worry
,negative,worrying
,negative,worryingly
,negative,worse
,negative,worsen
,negative,worsening
,negative,worst
,negative,worthless
,negative,worthlessly
,negative,worthlessness
,negative,wound
,negative,wounds
,negative,wrangle
,negative,wrath
,negative,wreak
,negative,wreaked
,negative,wreaks
,negative,wreck
,negative,wrest
,negative,wrestle
,negative,wretch
,negative,wretched
,negative,wretchedly
,negative,wretchedness
,negative,wrinkle
,negative,wrinkled
,negative,wrinkles
,negative,wrip
,negative,wripped
,negative,wripping
,negative,writhe
,negative,wrong
,negative,wrongful
,negative,wrongly
,negative,wrought
,negative,yawn
,negative,zap
,negative,zapped
,negative,zaps
,negative,zealot
,negative,zealous
,negative,zealously
,negative,zombie
,neutral,
